id,score
3084,0.07483119
3085,0.092304245
3086,0.09019597
3087,0.09621929
3088,0.07194103
3089,0.0854637
3090,0.06361165
3091,0.32324642
3092,0.15423962
3093,0.065339714
3094,0.09911867
3095,0.08066543
3096,0.10796674
3097,0.12021735
3098,0.07372941
3099,0.07435755
3100,0.09514512
3101,0.17444812
3102,0.1373793
3103,0.09794462
3104,0.12062596
3105,0.086555995
3106,0.096130714
3107,0.16593558
3108,0.09595998
3109,0.08421255
3110,0.088778645
3111,0.1150265
3112,0.113559425
3113,0.10111969
3114,0.09352604
3115,0.09752693
3116,0.066244625
3117,0.065339714
3118,0.09938715
3119,0.10523514
3120,0.09553535
3121,0.17444812
3122,0.10066351
3123,0.093967006
3124,0.089521356
3125,0.18932703
3126,0.16688028
3127,0.06965476
3128,0.29703167
3129,0.15519615
3130,0.082055725
3131,0.090396196
3132,0.09612385
3133,0.11771995
3134,0.052040208
3135,0.1044208
3136,0.09534833
3137,0.08342966
3138,0.10023938
3139,0.09424069
3140,0.10003548
3141,0.09430574
3142,0.1015338
3143,0.08918054
3144,0.070391275
3145,0.05353746
3146,0.08404079
3147,0.07621011
3148,0.07887492
3149,0.21782368
3150,0.08227328
3151,0.11759915
3152,0.086555995
3153,0.09432997
3154,0.08831169
3155,0.09130997
3156,0.094009236
3157,0.11498373
3158,0.1260445
3159,0.11257441
3160,0.08843425
3161,0.094057426
3162,0.104228176
3163,0.16606705
3164,0.08613301
3165,0.088778645
3166,0.119058415
3167,0.25544012
3168,0.22331588
3169,0.07872199
3170,0.1044208
3171,0.058021344
3172,0.42753068
3173,0.23082079
3174,0.08646999
3175,0.1064849
3176,0.084845744
3177,0.07632951
3178,0.08732978
3179,0.14140074
3180,0.10224847
3181,0.26594955
3182,0.5466682
3183,0.21597305
3184,0.084845744
3185,0.095139384
3186,0.0855833
3187,0.09684274
3188,0.13891152
3189,0.092991084
3190,0.5528159
3191,0.11196929
3192,0.09389996
3193,0.33016512
3194,0.119238526
3195,0.15617539
3196,0.28627166
3197,0.1064849
3198,0.09019597
3199,0.08983583
3200,0.084240705
3201,0.0772769
3202,0.2374167
3203,0.16864052
3204,0.09594426
3205,0.08499112
3206,0.07872199
3207,0.11350197
3208,0.09060569
3209,0.096130714
3210,0.28282988
3211,0.31597024
3212,0.20928213
3213,0.07631894
3214,0.29858333
3215,0.114478365
3216,0.1298595
3217,0.092873655
3218,0.1044208
3219,0.09040757
3220,0.07937584
3221,0.22751264
3222,0.09407384
3223,0.10007205
3224,0.097704254
3225,0.0807599
3226,0.33473465
3227,0.12004186
3228,0.3076725
3229,0.318568
3230,0.098381855
3231,0.16994476
3232,0.26594955
3233,0.09997806
3234,0.09064565
3235,0.14576094
3236,0.09440591
3237,0.3374079
3238,0.09752693
3239,0.21774228
3240,0.25924566
3241,0.089621775
3242,0.17136468
3243,0.086677626
3244,0.08506521
3245,0.081938945
3246,0.2374167
3247,0.091300465
3248,0.08784509
3249,0.08013601
3250,0.09873704
3251,0.0935634
3252,0.11771995
3253,0.2970013
3254,0.081456766
3255,0.08922372
3256,0.08184158
3257,0.08670737
3258,0.16535884
3259,0.084193915
3260,0.10003548
3261,0.29173452
3262,0.09357621
3263,0.07872199
3264,0.11124162
3265,0.086555995
3266,0.224542
3267,0.08227328
3268,0.30551922
3269,0.14823948
3270,0.09352604
3271,0.31596702
3272,0.31288266
3273,0.09729886
3274,0.09130316
3275,0.10499384
3276,0.30875626
3277,0.097914144
3278,0.06855548
3279,0.0854637
3280,0.10224847
3281,0.09669138
3282,0.07584935
3283,0.086026475
3284,0.5022452
3285,0.10175666
3286,0.111431584
3287,0.10656276
3288,0.08856136
3289,0.18340749
3290,0.11111524
3291,0.09316684
3292,0.09440591
3293,0.087135136
3294,0.10656276
3295,0.08726368
3296,0.074725054
3297,0.09752693
3298,0.0876213
3299,0.13898152
3300,0.073521726
3301,0.08856136
3302,0.10213945
3303,0.08771957
3304,0.104228176
3305,0.117002316
3306,0.09382634
3307,0.11855126
3308,0.07734381
3309,0.33473465
3310,0.3382626
3311,0.10023938
3312,0.09505706
3313,0.10307489
3314,0.085771635
3315,0.08353705
3316,0.08223689
3317,0.085948445
3318,0.084639445
3319,0.09064565
3320,0.0819729
3321,0.11385486
3322,0.30436477
3323,0.31824723
3324,0.06881251
3325,0.10107876
3326,0.10788513
3327,0.08421255
3328,0.09949703
3329,0.102003805
3330,0.08613301
3331,0.08468112
3332,0.11759915
3333,0.09052495
3334,0.7354907
3335,0.117479764
3336,0.08946461
3337,0.12025146
3338,0.10225025
3339,0.09810158
3340,0.10914193
3341,0.0712563
3342,0.094720334
3343,0.073521726
3344,0.095087044
3345,0.104228176
3346,0.0807599
3347,0.09105747
3348,0.5416599
3349,0.10003548
3350,0.09684274
3351,0.10130193
3352,0.09705216
3353,0.08501074
3354,0.09859829
3355,0.09394888
3356,0.096130714
3357,0.19720954
3358,0.09752693
3359,0.064996585
3360,0.10571255
3361,0.09137758
3362,0.09974904
3363,0.10256721
3364,0.32843363
3365,0.12400373
3366,0.0951825
3367,0.30636302
3368,0.088696964
3369,0.24911901
3370,0.10577432
3371,0.12025146
3372,0.28377187
3373,0.10484179
3374,0.3095493
3375,0.08744021
3376,0.09388672
3377,0.15151261
3378,0.12720405
3379,0.110415034
3380,0.7622947
3381,0.09130997
3382,0.09271682
3383,0.5191599
3384,0.26099908
3385,0.11642933
3386,0.09480837
3387,0.10328564
3388,0.09651975
3389,0.076664545
3390,0.2964619
3391,0.08736867
3392,0.08864875
3393,0.1033676
3394,0.09949703
3395,0.19205977
3396,0.10003064
3397,0.12324808
3398,0.09986922
3399,0.07278393
3400,0.08665784
3401,0.0807599
3402,0.09267059
3403,0.09771689
3404,0.10108831
3405,0.100606665
3406,0.097387925
3407,0.0973785
3408,0.06349761
3409,0.27281502
3410,0.06376937
3411,0.064889565
3412,0.046957735
3413,0.08580459
3414,0.107801706
3415,0.09358372
3416,0.2643805
3417,0.29068056
3418,0.11686739
3419,0.29149196
3420,0.13347475
3421,0.09183958
3422,0.12400373
3423,0.07937584
3424,0.042535
3425,0.08739271
3426,0.07780619
3427,0.09527836
3428,0.10007205
3429,0.2236882
3430,0.31330076
3431,0.08345852
3432,0.25972995
3433,0.28516063
3434,0.09424069
3435,0.10686073
3436,0.10175666
3437,0.07584649
3438,0.10867874
3439,0.0928308
3440,0.12243076
3441,0.18584703
3442,0.09539366
3443,0.09529932
3444,0.19594242
3445,0.07910881
3446,0.088471584
3447,0.31330076
3448,0.089521356
3449,0.075002655
3450,0.08579812
3451,0.0819729
3452,0.074699976
3453,0.09780318
3454,0.084814966
3455,0.09528102
3456,0.071241766
3457,0.111647606
3458,0.07205329
3459,0.09903132
3460,0.3161505
3461,0.08421255
3462,0.08837253
3463,0.07339925
3464,0.086555995
3465,0.33963233
3466,0.30555394
3467,0.2614383
3468,0.10325394
3469,0.07339263
3470,0.08877241
3471,0.08834953
3472,0.09949703
3473,0.0848122
3474,0.19248395
3475,0.11206078
3476,0.10791884
3477,0.31972212
3478,0.07584935
3479,0.08506521
3480,0.104412906
3481,0.27312085
3482,0.11980875
3483,0.08938239
3484,0.10407827
3485,0.09074703
3486,0.095489345
3487,0.09343992
3488,0.06917854
3489,0.10504206
3490,0.0883952
3491,0.08772284
3492,0.086686596
3493,0.078869045
3494,0.08062995
3495,0.06943193
3496,0.0938439
3497,0.09566164
3498,0.11998393
3499,0.12257087
3500,0.09619504
3501,0.18740532
3502,0.13951384
3503,0.10233667
3504,0.094073534
3505,0.32094496
3506,0.08274408
3507,0.10786308
3508,0.08291405
3509,0.0938144
3510,0.070862845
3511,0.060980503
3512,0.08950478
3513,0.15468888
3514,0.088910304
3515,0.077408895
3516,0.17669387
3517,0.09407384
3518,0.6211241
3519,0.09316856
3520,0.09637025
3521,0.224542
3522,0.09773786
3523,0.055079013
3524,0.099950045
3525,0.14576094
3526,0.17464305
3527,0.084814966
3528,0.07770153
3529,0.5202725
3530,0.21749519
3531,0.10577432
3532,0.068316154
3533,0.0952634
3534,0.10592971
3535,0.08646999
3536,0.091593064
3537,0.099735126
3538,0.06865343
3539,0.32660928
3540,0.28179166
3541,0.08864875
3542,0.118467696
3543,0.14061707
3544,0.076691076
3545,0.071411036
3546,0.07560794
3547,0.08844127
3548,0.09262302
3549,0.32278615
3550,0.08736867
3551,0.08040277
3552,0.075527154
3553,0.08184448
3554,0.104228176
3555,0.4136057
3556,0.08005463
3557,0.088986695
3558,0.11521626
3559,0.12058163
3560,0.067809515
3561,0.08225839
3562,0.17464305
3563,0.086555995
3564,0.048528366
3565,0.08035015
3566,0.09619504
3567,0.094982006
3568,0.09033634
3569,0.099170744
3570,0.077564925
3571,0.101237506
3572,0.08274408
3573,0.0917191
3574,0.106849134
3575,0.10229971
3576,0.13502109
3577,0.086686596
3578,0.09261614
3579,0.10484179
3580,0.18340749
3581,0.07609767
3582,0.29405138
3583,0.07584935
3584,0.3170675
3585,0.08178311
3586,0.089212574
3587,0.20928213
3588,0.099704556
3589,0.074373335
3590,0.10078198
3591,0.09788507
3592,0.08392832
3593,0.11878863
3594,0.087979466
3595,0.10007205
3596,0.074699976
3597,0.06343218
3598,0.088778645
3599,0.094720334
3600,0.09729886
3601,0.10963652
3602,0.08910532
3603,0.08013601
3604,0.07757959
3605,0.086677626
3606,0.09675457
3607,0.09986929
3608,0.08566332
3609,0.17669387
3610,0.23133613
3611,0.10004072
3612,0.08399201
3613,0.41327295
3614,0.11028956
3615,0.0854637
3616,0.08613301
3617,0.2811565
3618,0.08812184
3619,0.07339263
3620,0.32775596
3621,0.31288266
3622,0.22604762
3623,0.106595404
3624,0.086677626
3625,0.074699976
3626,0.09366656
3627,0.1196159
3628,0.22920646
3629,0.0780724
3630,0.0676339
3631,0.100098215
3632,0.30556452
3633,0.102072336
3634,0.1026799
3635,0.3170675
3636,0.078078456
3637,0.09674264
3638,0.09105747
3639,0.10018338
3640,0.08227328
3641,0.14823948
3642,0.098458156
3643,0.076664545
3644,0.3262609
3645,0.09637025
3646,0.10005512
3647,0.107756056
3648,0.08850007
3649,0.09773786
3650,0.11145654
3651,0.09626779
3652,0.09032383
3653,0.07872199
3654,0.09480837
3655,0.28207412
3656,0.14802498
3657,0.10138834
3658,0.10262671
3659,0.15657645
3660,0.17136468
3661,0.08201747
3662,0.10867874
3663,0.3011184
3664,0.10007205
3665,0.12400373
3666,0.09117565
3667,0.09816893
3668,0.27703685
3669,0.10795899
3670,0.08328651
3671,0.102571465
3672,0.08941685
3673,0.2916288
3674,0.29156342
3675,0.18389437
3676,0.29522005
3677,0.21901608
3678,0.08635644
3679,0.07968926
3680,0.16033377
3681,0.09201634
3682,0.09959798
3683,0.10335008
3684,0.107756056
3685,0.123103246
3686,0.09129927
3687,0.15179457
3688,0.14061707
3689,0.09360347
3690,0.08988879
3691,0.15657645
3692,0.08506521
3693,0.059860736
3694,0.09769426
3695,0.1549167
3696,0.111927554
3697,0.093853146
3698,0.08790319
3699,0.08739271
3700,0.09910076
3701,0.10003548
3702,0.0905073
3703,0.08319847
3704,0.089438625
3705,0.07301478
3706,0.061429564
3707,0.107479036
3708,0.08844127
3709,0.33443257
3710,0.09366656
3711,0.10620699
3712,0.10577432
3713,0.10797449
3714,0.086677626
3715,0.08225839
3716,0.09968788
3717,0.080292165
3718,0.039229445
3719,0.10259067
3720,0.224542
3721,0.08772882
3722,0.08613301
3723,0.065592796
3724,0.063277416
3725,0.16933677
3726,0.087979466
3727,0.083988406
3728,0.12243076
3729,0.10521071
3730,0.14048265
3731,0.2875399
3732,0.06656908
3733,0.10078198
3734,0.08511784
3735,0.13821211
3736,0.09585342
3737,0.110415034
3738,0.055079013
3739,0.2915733
3740,0.3729274
3741,0.111344345
3742,0.06943193
3743,0.1031398
3744,0.089112334
3745,0.085657135
3746,0.19159316
3747,0.20145695
3748,0.26893398
3749,0.06544105
3750,0.09811014
3751,0.12025146
3752,0.09506888
3753,0.07631894
3754,0.09483797
3755,0.0862584
3756,0.08829721
3757,0.10609444
3758,0.067393675
3759,0.20301542
3760,0.099231884
3761,0.085771635
3762,0.08906856
3763,0.09859829
3764,0.10317864
3765,0.0855833
3766,0.09670913
3767,0.105210505
3768,0.07677053
3769,0.124351606
3770,0.07672732
3771,0.09371305
3772,0.094009236
3773,0.090914525
3774,0.28146118
3775,0.08013601
3776,0.118029624
3777,0.0880526
3778,0.10736558
3779,0.3220016
3780,0.074578136
3781,0.11683712
3782,0.094087586
3783,0.10007205
3784,0.05353746
3785,0.10007205
3786,0.086677626
3787,0.12257087
3788,0.10564904
3789,0.18932703
3790,0.095087044
3791,0.13024424
3792,0.21945325
3793,0.27281502
3794,0.099704556
3795,0.07747967
3796,0.085771635
3797,0.083205596
3798,0.07567351
3799,0.0842923
3800,0.09959798
3801,0.084714435
3802,0.07477017
3803,0.14823948
3804,0.11377778
3805,0.39949146
3806,0.1155276
3807,0.19684292
3808,0.092214145
3809,0.27179554
3810,0.07745259
3811,0.09480837
3812,0.072842665
3813,0.07128498
3814,0.10550505
3815,0.5187055
3816,0.08285298
3817,0.09773786
3818,0.0854637
3819,0.09525841
3820,0.105772205
3821,0.08988879
3822,0.075002655
3823,0.06306948
3824,0.08476896
3825,0.10736558
3826,0.07584649
3827,0.07058243
3828,0.08504082
3829,0.11191067
3830,0.29539323
3831,0.23133613
3832,0.27971816
3833,0.31701905
3834,0.09373365
3835,0.086555995
3836,0.31623974
3837,0.061955143
3838,0.09525841
3839,0.2936885
3840,0.11023753
3841,0.09634069
3842,0.06978776
3843,0.09331703
3844,0.08646999
3845,0.13544303
3846,0.27317035
3847,0.31701905
3848,0.0712563
3849,0.083172664
3850,0.06522456
3851,0.32094496
3852,0.104228176
3853,0.09083144
3854,0.106595404
3855,0.09637025
3856,0.09684274
3857,0.086555995
3858,0.3095493
3859,0.10107876
3860,0.07871768
3861,0.2643805
3862,0.27343294
3863,0.10005512
3864,0.090914525
3865,0.09047996
3866,0.0952634
3867,0.119238526
3868,0.09898284
3869,0.08139205
3870,0.088286564
3871,0.28146118
3872,0.10483543
3873,0.32979056
3874,0.20388883
3875,0.29691723
3876,0.102072336
3877,0.24617383
3878,0.08527967
3879,0.084354945
3880,0.10224847
3881,0.14234771
3882,0.07923326
3883,0.087135136
3884,0.15668234
3885,0.1044208
3886,0.08661123
3887,0.059860736
3888,0.10564218
3889,0.09711667
3890,0.30636302
3891,0.10736558
3892,0.28187317
3893,0.101444826
3894,0.094057426
3895,0.11980875
3896,0.07765986
3897,0.09949703
3898,0.35086912
3899,0.058021344
3900,0.14576094
3901,0.10105159
3902,0.16535884
3903,0.074373335
3904,0.28908116
3905,0.018861013
3906,0.28207412
3907,0.11642933
3908,0.08623761
3909,0.08950478
3910,0.09792276
3911,0.077431485
3912,0.07372941
3913,0.08736867
3914,0.07298806
3915,0.08158955
3916,0.06374886
3917,0.08830908
3918,0.31701905
3919,0.104569286
3920,0.077787876
3921,0.10372958
3922,0.08195824
3923,0.061273824
3924,0.25325438
3925,0.12830901
3926,0.110353515
3927,0.09964803
3928,0.1566786
3929,0.08687847
3930,0.0573273
3931,0.08506521
3932,0.09794462
3933,0.07259261
3934,0.09684274
3935,0.08280734
3936,0.09430574
3937,0.14765492
3938,0.08224287
3939,0.09695783
3940,0.08727652
3941,0.11759915
3942,0.2243762
3943,0.09525841
3944,0.09192492
3945,0.07409572
3946,0.088696964
3947,0.09520461
3948,0.09420048
3949,0.069508724
3950,0.095210426
3951,0.10005512
3952,0.075307325
3953,0.11460623
3954,0.13891152
3955,0.13184384
3956,0.081071526
3957,0.30830756
3958,0.08771957
3959,0.07872199
3960,0.09604227
3961,0.089521356
3962,0.09117565
3963,0.056222398
3964,0.09260677
3965,0.0939321
3966,0.28207412
3967,0.20248029
3968,0.09369693
3969,0.09391581
3970,0.10076501
3971,0.091593064
3972,0.09360347
3973,0.30745623
3974,0.14204815
3975,0.080292165
3976,0.30418468
3977,0.09898284
3978,0.11593026
3979,0.11683712
3980,0.07496876
3981,0.1157803
3982,0.2212311
3983,0.10223947
3984,0.31824723
3985,0.09525841
3986,0.3011184
3987,0.11521626
3988,0.10233667
3989,0.3103361
3990,0.07342774
3991,0.060980503
3992,0.08319363
3993,0.7622947
3994,0.1175641
3995,0.209859
3996,0.27343294
3997,0.089438625
3998,0.30636302
3999,0.0661731
4000,0.10534088
4001,0.09794462
4002,0.17756261
4003,0.10673574
4004,0.104569286
4005,0.08227534
4006,0.4136057
4007,0.089521356
4008,0.74482554
4009,0.09159982
4010,0.09634069
4011,0.10005512
4012,0.2970013
4013,0.34629497
4014,0.07324508
4015,0.2544468
4016,0.3239356
4017,0.08462755
4018,0.08453087
4019,0.33016512
4020,0.07531315
4021,0.08687553
4022,0.086079344
4023,0.31623974
4024,0.3220016
4025,0.09966631
4026,0.14234771
4027,0.08727652
4028,0.085464574
4029,0.09621929
4030,0.0573273
4031,0.31824723
4032,0.334385
4033,0.09877384
4034,0.11124162
4035,0.08670737
4036,0.08578009
4037,0.09966631
4038,0.06306948
4039,0.08161852
4040,0.19159316
4041,0.10645639
4042,0.09553535
4043,0.06978776
4044,0.077283725
4045,0.09159982
4046,0.22447275
4047,0.3051036
4048,0.3290809
4049,0.11805848
4050,0.092551135
4051,0.07461119
4052,0.07203708
4053,0.0921167
4054,0.16433787
4055,0.0943023
4056,0.09391581
4057,0.19720954
4058,0.074081995
4059,0.09424069
4060,0.29539323
4061,0.09203754
4062,0.41482455
4063,0.086677626
4064,0.5202725
4065,0.06266391
4066,0.31623974
4067,0.16033377
4068,0.07872199
4069,0.080856666
4070,0.0848122
4071,0.07584649
4072,0.5416599
4073,0.06865343
4074,0.110353515
4075,0.24283668
4076,0.08534354
4077,0.10007205
4078,0.08739271
4079,0.075307325
4080,0.09042953
4081,0.08506521
4082,0.12834173
4083,0.076664545
4084,0.07731676
4085,0.09987543
4086,0.29173452
4087,0.11010858
4088,0.08946159
4089,0.10867874
4090,0.39057878
4091,0.018861013
4092,0.07968926
4093,0.12810735
4094,0.07995857
4095,0.09794462
4096,0.10534073
4097,0.09884673
4098,0.089674905
4099,0.09074703
4100,0.09332267
4101,0.09730576
4102,0.10736558
4103,0.16933677
4104,0.30418468
4105,0.13024424
4106,0.13977027
4107,0.092991084
4108,0.10060591
4109,0.5224259
4110,0.22195095
4111,0.09717496
4112,0.086677626
